Kanji,Level,HanViet,On_Kana,On_Romaji,Kun_Kana,Kun_Romaji,Examples
媛,1,Viện,エン,en,ひめ,hime,"愛媛 (えひめ) [ehime]: Ehime Prefecture; 才媛 (さいえん) [saien]: Talented woman"
岡,4,Cương,コウ,kou,おか,oka,"静岡 (しずおか) [shizuoka]: Shizuoka; 岡山 (おかやま) [okayama]: Okayama"
虞,1,Ngu,グ,gu,おそ.れ,osore,"虞 (おそれ) [osore]: Fear/Anxiety"
乙,1,Ất,オツ,otsu,おと,oto,"甲乙 (こうおつ) [kouotsu]: A and B; 乙女 (おとめ) [otome]: Maiden"
佳,1,Giai,カ,ka,,,"佳作 (かさく) [kasaku]: Fine work; 佳人 (かじん) [kajin]: Beautiful woman"
苛,1,Hà,カ,ka,いじ.める,ijimeru,"苛酷 (かこく) [kakoku]: Harsh/Rigorous; 苛める (いじめる) [ijimeru]: To bully"
禍,1,Họa,カ,ka,わざわ.い,wazawai,"惨禍 (さんか) [sanka]: Catastrophe; 禍 (わざわい) [wazawai]: Calamity"
靴,1,Ngoa,カ,ka,くつ,kutsu,"靴下 (くつした) [kutsushita]: Socks; 靴 (くつ) [kutsu]: Shoes"
寡,1,Quả,カ,ka,,,"寡黙 (かもく) [kamoku]: Taciturn; 寡婦 (かふ) [kafu]: Widow"
稼,1,Giá,カ,ka,かせ.ぐ,kasegu,"稼働 (かどう) [kadou]: Operation; 稼ぐ (かせぐ) [kasegu]: To earn"
蚊,1,Văn,,,か,ka,"蚊 (か) [ka]: Mosquito; 蚊帳 (かや) [kaya]: Mosquito net"
瓦,1,Ngoã,ガ,ga,かわら,kawara,"瓦 (かわら) [kawara]: Roof tile; 瓦解 (がかい) [gakai]: Collapse"
拐,1,Quải,カイ,kai,,,"誘拐 (ゆうかい) [yuukai]: Kidnapping"
楷,1,Khải,カイ,kai,,,"楷書 (かいしょ) [kaisho]: Block script"
潰,1,Hội,カイ,kai,つぶ.す,tsubusu,"決壊 (けっかい) [kekkai]: Collapse (dam); 潰す (つぶす) [tsubusu]: To crush"
懐,1,Hoài,カイ,kai,なつ.かしい,natsukashii,"懐かしい (なつかしい) [natsukashii]: Nostalgic; 懐中 (かいちゅう) [kaichuu]: Pocket"
諧,1,Hài,カイ,kai,,,"諧謔 (かいぎゃく) [kaigyaku]: Humor"
劾,1,Hặc,ガイ,gai,,,"弾劾 (だんがい) [dangai]: Impeachment"
崖,1,Nhai,ガイ,gai,がけ,gake,"断崖 (だんがい) [dangai]: Precipice; 崖 (がけ) [gake]: Cliff"
涯,1,Nhai,ガイ,gai,,,"生涯 (しょうがい) [shougai]: One's life"
街,4,Nhai,ガイ,gai,まち,machi,"街道 (かいどう) [kaidou]: Highway; 商店街 (しょうてんがい) [shoutengai]: Shopping street"
蓋,1,Cái,ガイ,gai,ふた,futa,"蓋 (ふた) [futa]: Lid/Cover; 頭蓋骨 (ずがいこつ) [zugaikotsu]: Skull"
骸,1,Hài,ガイ,gai,,,"形骸 (けいがい) [keigai]: Ruin/Wreck; 死骸 (しがい) [shigai]: Corpse"
垣,1,Viên,,,かき,kaki,"石垣 (いしがき) [ishigaki]: Stone wall; 垣根 (かきね) [kakine]: Hedge/Fence"
柿,1,Thị,,,かき,kaki,"柿 (かき) [kaki]: Persimmon"
核,1,Hạch,カク,kaku,,,"核心 (かくしん) [kakushin]: Core; 原子核 (げんしかく) [genshikaku]: Atomic nucleus"
殻,1,Xác,カク,kaku,から,kara,"貝殻 (かいがら) [kaigara]: Shell; 地殻 (ちかく) [chikaku]: Earth's crust"
嚇,1,Hách,カク,kaku,,,"威嚇 (いかく) [ikaku]: Threat/Menace"
穫,2,Hoạch,カク,kaku,,,"収穫 (しゅうかく) [shuukaku]: Harvest"
顎,1,Ngạc,ガク,gaku,あご,ago,"顎 (あご) [ago]: Jaw/Chin"
潟,1,Tích,,,かた,kata,"干潟 (ひがた) [higata]: Tideland; 新潟 (にいがた) [niigata]: Niigata"
括,1,Quát,カツ,katsu,くく.る,kukuru,"総括 (そうかつ) [soukatsu]: Synthesis/Recap; 一括 (いっかつ) [ikkatsu]: Lump sum"
喝,1,Hét,カツ,katsu,,,"恐喝 (きょうかつ) [kyoukatsu]: Blackmail; 喝采 (かっさい) [kassai]: Acclaim"
渇,2,Khát,カツ,katsu,かわ.く,kawaku,"渇水 (かっすい) [kassui]: Drought; 渇く (かわく) [kawaku]: To be thirsty"
褐,1,Hạt,カツ,katsu,,,"褐色 (かっしょく) [kasshoku]: Brown"
轄,1,Hạt,カツ,katsu,,,"管轄 (かんかつ) [kankatsu]: Jurisdiction"
且,1,Thả,,,か.つ,katsu,"且つ (かつ) [katsu]: Moreover"
釜,1,Phủ,,,かま,kama,"釜 (かま) [kama]: Iron pot/Kettle"
鎌,1,Liêm,,,かま,kama,"鎌 (かま) [kama]: Sickle"
缶,1,Phữu,カン,kan,,,"缶詰 (かんづめ) [kanzume]: Canned food; 空き缶 (あきかん) [akikan]: Empty can"
陥,1,Hãm,カン,kan,おちい.る,ochiiru,"欠陥 (けっかん) [kekkan]: Defect; 陥る (おちいる) [ochiiru]: To fall into"
患,2,Hoạn,カン,kan,わずら.う,wazurau,"患者 (かんじゃ) [kanja]: Patient; 患う (わずらう) [wazurau]: To be ill"
貫,1,Quán,カン,kan,つらぬ.く,tsuranuku,"貫通 (かんつう) [kantsuu]: Penetration; 貫く (つらぬく) [tsuranuku]: To pierce"
堪,1,Kham,カン,kan,た.える,taeru,"堪忍 (かんにん) [kannin]: Patience; 堪える (たえる) [taeru]: To endure"
緩,2,Hoãn,カン,kan,ゆる.い,yurui,"緩和 (かんわ) [kanwa]: Relief/Relaxation; 緩い (ゆるい) [yurui]: Loose"
玩,1,Ngoạn,ガン,gan,,,"玩具 (がんぐ) [gangu]: Toy"
企,2,Xí,キ,ki,くわだ.てる,kuwadateru,"企業 (きぎょう) [kigyou]: Enterprise; 企画 (きかく) [kikaku]: Plan"
伎,1,Kỹ,キ,ki,,,"歌舞伎 (かぶき) [kabuki]: Kabuki"
岐,1,Kỳ,キ,ki,,,"分岐 (ぶんき) [bunki]: Divergence; 岐阜 (ぎふ) [gifu]: Gifu"
忌,1,Kỵ,キ,ki,い.む,imu,"禁忌 (きんき) [kinki]: Taboo; 忌む (いむ) [imu]: To abhor"
軌,1,Quỹ,キ,ki,,,"軌道 (きどう) [kidou]: Orbit/Trajectory; 軌跡 (きせき) [kiseki]: Locus"
既,1,Ký,キ,ki,すで.に,sudeni,"既婚 (きこん) [kikon]: Married; 既に (すでに) [sudeni]: Already"
亀,1,Quy,キ,ki,かめ,kame,"亀 (かめ) [kame]: Turtle"
棋,1,Kỳ,キ,ki,,,"将棋 (しょうぎ) [shougi]: Shogi (Japanese chess)"
棄,1,Khí,キ,ki,す.てる,suteru,"放棄 (ほうき) [houki]: Abandonment; 廃棄 (はいき) [haiki]: Disposal"
毀,1,Huỷ,キ,ki,,,"毀損 (きそん) [kison]: Damage/Defamation"
畿,1,Kỳ,キ,ki,,,"近畿 (きんき) [kinki]: Kinki region"
騎,1,Kỵ,キ,ki,,,"騎士 (きし) [kishi]: Knight; 騎手 (きしゅ) [kishu]: Jockey"
及,2,Cập,キュウ,kyuu,およ.ぶ,oyobu,"普及 (ふきゅう) [fukyuu]: Diffusion; 及ぶ (およぶ) [oyobu]: To reach"
嗅,1,Khứu,キュウ,kyuu,か.ぐ,kagu,"嗅覚 (きゅうかく) [kyuukaku]: Sense of smell; 嗅ぐ (かぐ) [kagu]: To smell"
巾,1,Cân,,,はば,haba,"雑巾 (ぞうきん) [zoukin]: Dust cloth"
緊,1,Khẩn,キン,kin,,,"緊急 (きんきゅう) [kinkyuu]: Emergency; 緊張 (きんちょう) [kinchou]: Tension"
錦,1,Cẩm,キン,kin,にしき,nishiki,"錦 (にしき) [nishiki]: Brocade"
惧,1,Cụ,グ,gu,,,"危惧 (きぐ) [kigu]: Fear/Misgiving"
愚,1,Ngu,グ,gu,おろ.か,oroka,"愚痴 (ぐち) [guchi]: Complaint; 愚か (おろか) [oroka]: Foolish"
偶,2,Ngẫu,グウ,guu,たま,tama,"偶然 (ぐうぜん) [guuzen]: Coincidence; 配偶者 (はいぐうしゃ) [haiguusha]: Spouse"
遇,2,Ngộ,グウ,guu,,,"待遇 (たいぐう) [taiguu]: Treatment; 境遇 (きょうぐう) [kyouguu]: Circumstances"
串,1,Xuyến,,,くし,kushi,"串 (くし) [kushi]: Skewer"
窟,1,Quật,クツ,kutsu,,,"洞窟 (どうくつ) [doukutsu]: Cave; 巣窟 (そうくつ) [soukutsu]: Den/Haunt"
熊,1,Hùng,,,くま,kuma,"熊 (くま) [kuma]: Bear"
詣,1,Nghệ,ケイ,kei,もう.でる,mouderu,"初詣 (はつもうで) [hatsumoude]: First shrine visit of New Year"
憬,1,Cảnh,ケイ,kei,,,"憧憬 (どうけい) [doukei]: Longing"
稽,1,Khể,ケイ,kei,,,"稽古 (けいこ) [keiko]: Practice/Training"
舷,1,Huyền,ゲン,gen,,,"舷窓 (げんそう) [gensou]: Porthole"
孤,1,Cô,コ,ko,,,"孤独 (こどく) [kodoku]: Isolation; 孤立 (こりつ) [koritsu]: Isolation"
雇,2,Cố,コ,ko,やと.う,yatou,"雇用 (こよう) [koyou]: Employment; 雇う (やとう) [yatou]: To employ"
錮,1,Cố,コ,ko,,,"禁錮 (きんこ) [kinko]: Imprisonment"
勾,1,Cấu,コウ,kou,,,"勾配 (こうばい) [koubai]: Slope/Gradient"
江,1,Giang,コウ,kou,え,e,"入り江 (いりえ) [irie]: Inlet/Cove; 江戸 (えど) [edo]: Edo"
貢,1,Cống,コウ,kou,みつ.ぐ,mitsugu,"貢献 (こうけん) [kouken]: Contribution; 貢ぐ (みつぐ) [mitsugu]: To support financially"
康,2,Khang,コウ,kou,,,"健康 (けんこう) [kenkou]: Health"
控,2,Khống,コウ,kou,ひか.える,hikaeru,"控除 (こうじょ) [koujo]: Deduction; 控える (ひかえる) [hikaeru]: To refrain"
梗,1,Cành,コウ,kou,,,"梗塞 (こうそく) [kousoku]: Infarction"
喉,1,Hầu,コウ,kou,のど,nodo,"喉 (のど) [nodo]: Throat"
慌,1,Hoảng,コウ,kou,あわ.てる,awateru,"恐慌 (きょうこう) [kyoukou]: Panic; 慌てる (あわてる) [awateru]: To panic"
乞,1,Khất,コツ,kotsu,こ.う,kou,"乞食 (こじき) [kojiki]: Beggar; 乞う (こう) [kou]: To beg"
傲,1,Ngạo,ゴウ,gou,,,"傲慢 (ごうまん) [gouman]: Arrogance"
駒,1,Câu,,,こま,koma,"駒 (こま) [koma]: Piece (shogi/chess)/Horse"
采,1,Thái,サイ,sai,,,"采配 (さいはい) [saihai]: Command/Direction"
塞,1,Tắc,ソク,soku,ふさ.ぐ,fusagu,"要塞 (ようさい) [yousai]: Fortress; 塞ぐ (ふさぐ) [fusagu]: To block"
埼,1,Kỳ,,,さき,saki,"埼玉 (さいたま) [saitama]: Saitama"
酢,1,Tạc,サク,saku,す,su,"酢 (す) [su]: Vinegar"
刹,1,Sát,サツ,satsu,,,"刹那 (せつな) [setsuna]: Moment"
傘,1,Tản,サン,san,かさ,kasa,"傘 (かさ) [kasa]: Umbrella"
恣,1,Tứ,シ,shi,,,"恣意的 (しいてき) [shiiteki]: Arbitrary"
摯,1,Chí,シ,shi,,,"真摯 (しんし) [shinshi]: Sincere"
賜,1,Tứ,シ,shi,たまわ.る,tamawaru,"下賜 (かし) [kashi]: Imperial grant; 賜る (たまわる) [tamawaru]: To be given"
時,5,Thời,ジ,ji,とき,toki,"時間 (じかん) [jikan]: Time; 時計 (とけい) [tokei]: Clock"
滋,1,Tư,ジ,ji,,,"滋養 (じよう) [jiyou]: Nutrition; 滋賀 (しが) [shiga]: Shiga"
璽,1,Tỷ,ジ,ji,,,"御璽 (ぎょじ) [gyoji]: Imperial seal"
鹿,4,Lộc,,,しか,shika,"鹿 (しか) [shika]: Deer; 鹿児島 (かごしま) [kagoshima]: Kagoshima"
嫉,1,Tật,シツ,shitsu,,,"嫉妬 (しっと) [shitto]: Jealousy"
漆,1,Tất,シツ,shitsu,うるし,urushi,"漆器 (しっき) [shikki]: Lacquerware; 漆 (うるし) [urushi]: Lacquer"
芝,1,Chi,,,しば,shiba,"芝生 (しばふ) [shibafu]: Lawn; 芝居 (しばい) [shibai]: Play/Drama"
蛇,1,Xà,ジャ,ja,へび,hebi,"蛇 (へび) [hebi]: Snake; 蛇口 (じゃぐち) [jaguchi]: Faucet"
酌,1,Chước,シャク,shaku,く.む,kumu,"晩酌 (ばんしゃく) [banshaku]: Evening drink; 酌む (くむ) [kumu]: To serve sake"
釈,2,Thích,シャク,shaku,,,"解釈 (かいしゃく) [kaishaku]: Interpretation; 釈放 (しゃくほう) [shakuhou]: Release"
爵,1,Tước,シャク,shaku,,,"男爵 (だんしゃく) [danshaku]: Baron"
寂,2,Tịch,ジャク,jaku,さび.しい,sabishii,"静寂 (せいじゃく) [seijaku]: Silence; 寂しい (さびしい) [sabishii]: Lonely"
守,3,Thủ,"シュ, ス","shu, su",まも.る,mamoru,"留守 (るす) [rusu]: Absence; 守る (まもる) [mamoru]: To protect"
朱,1,Chu,シュ,shu,,,"朱色 (しゅいろ) [shuiro]: Vermilion"
腫,1,Trũng,シュ,shu,は.れる,hareru,"腫瘍 (しゅよう) [shuyou]: Tumor; 腫れる (はれる) [hareru]: To swell"
呪,1,Chú,ジュ,ju,のろ.う,norou,"呪文 (じゅもん) [jumon]: Spell; 呪う (のろう) [norou]: To curse"
袖,1,Tụ,シュウ,shuu,そで,sode,"長袖 (ながそで) [nagasode]: Long sleeves; 袖 (そで) [sode]: Sleeve"
羞,1,Tu,シュウ,shuu,,,"羞恥心 (しゅうちしん) [shuuchishin]: Sense of shame"
愁,1,Sầu,シュウ,shuu,うれ.い,urei,"哀愁 (あいしゅう) [aishuu]: Sorrow/Pathos; 愁い (うれい) [urei]: Sorrow/Grief"
蹴,1,Xúc,シュウ,shuu,け.る,keru,"一蹴 (いっしゅう) [isshuu]: Rejection; 蹴る (ける) [keru]: To kick"
汁,2,Trấp,ジュウ,juu,しる,shiru,"果汁 (かじゅう) [kajuu]: Fruit juice; 味噌汁 (みそしる) [misoshiru]: Miso soup"
叔,1,Thúc,シュク,shuku,,,"叔父 (おじ) [oji]: Uncle (younger)"
淑,1,Thục,シュク,shuku,,,"淑女 (しゅくじょ) [shukujo]: Lady"
俊,1,Tuấn,シュン,shun,,,"俊才 (しゅんさい) [shunsai]: Genius/Talent"
瞬,2,Thuấn,シュン,shun,またた.く,matataku,"瞬間 (しゅんかん) [shunkan]: Moment; 一瞬 (いっしゅん) [isshun]: Instant"
旬,1,Tuần,ジュン,jun,,,"上旬 (じょうじゅん) [joujun]: First 10 days of month; 旬 (しゅん) [shun]: Season"
巡,1,Tuần,ジュン,jun,めぐ.る,meguru,"巡査 (じゅんさ) [junsa]: Police officer; 巡る (めぐる) [meguru]: To go around"
叙,1,Tự,ジョ,jo,,,"叙述 (じょじゅつ) [jojutsu]: Description"
召,1,Triệu,ショウ,shou,め.す,mesu,"召集 (しょうしゅう) [shoushuu]: Summons; 召し上がる (めしあがる) [meshiagaru]: To eat (honorific)"
宵,1,Tiêu,ショウ,shou,よい,yoi,"宵 (よい) [yoi]: Evening"
憧,1,Sung,ショウ,shou,あこが.れる,akogareru,"憧憬 (どうけい) [doukei]: Longing; 憧れる (あこがれる) [akogareru]: To long for"
丈,1,Trượng,ジョウ,jou,たけ,take,"丈夫 (じょうぶ) [joubu]: Strong/Durable; 背丈 (せたけ) [setake]: Height"
拭,1,Thức,ショク,shoku,ふ.く,fuku,"払拭 (ふっしょく) [fusshoku]: Wiping out; 拭く (ふく) [fuku]: To wipe"
尻,1,Khào,,,しり,shiri,"尻 (しり) [shiri]: Buttocks"
芯,1,Tâm,シン,shin,,,"芯 (しん) [shin]: Core/Wick"
紳,1,Thân,シン,shin,,,"紳士 (しんし) [shinshi]: Gentleman"
診,2,Chẩn,シン,shin,み.る,miru,"診断 (しんだん) [shindan]: Diagnosis; 診る (みる) [miru]: To examine (medical)"
刃,1,Nhận,ジン,jin,は,ha,"刃物 (はもの) [hamono]: Edged tool; 刃 (は) [ha]: Blade"
陣,1,Trận,ジン,jin,,,"陣営 (じんえい) [jin'ei]: Camp; 陣痛 (じんつう) [jintsuu]: Labor pains"
腎,1,Thận,ジン,jin,,,"腎臓 (じんぞう) [jinzou]: Kidney"
須,1,Tu,ス,su,,,"必須 (ひっす) [hissu]: Essential"
吹,2,Xuy,スイ,sui,ふ.く,fuku,"吹奏楽 (すいそうがく) [suisougaku]: Wind instrument music; 吹く (ふく) [fuku]: To blow"
崇,1,Sùng,スウ,suu,,,"崇拝 (すうはい) [suuhai]: Worship"
裾,1,Cư,,,すそ,suso,"裾 (すそ) [suso]: Hem/Skirt"
脊,1,Tích,セキ,seki,,,"脊椎 (せきつい) [sekitsui]: Spine"
跡,1,Tích,セキ,seki,あと,ato,"遺跡 (いせき) [iseki]: Ruins; 足跡 (あしあと) [ashiato]: Footprints"
羨,1,Tiện,セン,sen,うらや.む,urayamu,"羨望 (せんぼう) [senbou]: Envy; 羨む (うらやむ) [urayamu]: To envy"
腺,1,Tuyến,セン,sen,,,"涙腺 (るいせん) [ruisen]: Tear duct"
箋,1,Tiên,セン,sen,,,"便箋 (びんせん) [binsen]: Letter paper; 処方箋 (しょほうせん) [shohousen]: Prescription"
膳,1,Thiện,ゼン,zen,,,"御膳 (ごぜん) [gozen]: Meal/Tray"
繕,1,Thiện,ゼン,zen,つくろ.う,tsukurou,"修繕 (しゅうぜん) [shuuzen]: Repair; 繕う (つくろう) [tsukurou]: To mend"
措,1,Thố,ソ,so,,,"措置 (そち) [sochi]: Measure"
粗,1,Thô,ソ,so,あら.い,arai,"粗末 (そまつ) [somatsu]: Crude/Plain; 粗い (あらい) [arai]: Coarse/Rough"
礎,1,Sở,ソ,so,いしずえ,ishizue,"基礎 (きそ) [kiso]: Foundation; 礎 (いしずえ) [ishizue]: Cornerstone"
双,1,Song,ソウ,sou,ふた,futa,"双子 (ふたご) [futago]: Twins; 双方 (そうほう) [souhou]: Both parties"
桑,1,Tang,ソウ,sou,くわ,kuwa,"桑 (くわ) [kuwa]: Mulberry"
曽,1,Tằng,ソ,so,,,"曾祖父 (そうそふ) [sousofu]: Great-grandfather"
爽,1,Sảng,ソウ,sou,さわ.やか,sawayaka,"爽快 (そうかい) [soukai]: Refreshing; 爽やか (さわやか) [sawayaka]: Fresh/Refreshing"
痩,1,Sấu,ソウ,sou,や.せる,yaseru,"痩身 (そうしん) [soushin]: Slimming; 痩せる (やせる) [yaseru]: To become thin"
葬,1,Táng,ソウ,sou,ほうむ.る,houmuru,"葬式 (そうしき) [soushiki]: Funeral; 葬る (ほうむる) [houmuru]: To bury"
遭,1,Tao,ソウ,sou,あ.う,au,"遭難 (そうなん) [sounan]: Disaster/Accident; 遭う (あう) [au]: To encounter (bad)"
踪,1,Tung,ソウ,sou,,,"失踪 (しっそう) [shissou]: Disappearance"
憎,2,Tăng,ゾウ,zou,にく.む,nikumu,"憎悪 (ぞうお) [zouo]: Hatred; 憎む (にくむ) [nikumu]: To hate"
捉,1,Tróc,ソク,soku,とら.える,toraeru,"捕捉 (ほそく) [hosoku]: Capture; 捉える (とらえる) [toraeru]: To capture/perceive"
汰,1,Thải,タ,ta,,,"淘汰 (とうた) [touta]: Selection/Weeding out"
唾,1,Thoá,ダ,da,つば,tsuba,"唾液 (だえき) [daeki]: Saliva; 唾 (つば) [tsuba]: Spit"
胎,1,Thai,タイ,tai,,,"胎児 (たいじ) [taiji]: Fetus"
堆,1,Đồi,タイ,tai,,,"堆積 (たいせき) [taiseki]: Pile/Accumulation"
滞,1,Trệ,タイ,tai,とどこお.る,todokooru,"停滞 (ていたい) [teitai]: Stagnation; 滞る (とどこおる) [todokooru]: To be overdue"
戴,1,Đội,タイ,tai,いただ.く,itadaku,"頂戴 (ちょうだい) [choudai]: Receiving; 戴く (いただく) [itadaku]: To receive (humble)"
滝,1,Long,,,たき,taki,"滝 (たき) [taki]: Waterfall"
択,1,Trạch,タク,taku,えら.ぶ,erabu,"選択 (せんたく) [sentaku]: Selection; 択ぶ (えらぶ) [erabu]: To choose"
託,1,Thác,タク,taku,,,"委託 (いたく) [itaku]: Trust/Consignment"
但,1,Đãn,,,ただ.し,tadashi,"但し (ただし) [tadashi]: However/Provided that"
棚,1,Bằng,,,たな,tana,"棚 (たな) [tana]: Shelf"
誰,1,Thuỳ,,,だれ,dare,"誰 (だれ) [dare]: Who"
旦,1,Đán,タン,tan,,,"元旦 (がんたん) [gantan]: New Year's Day; 一旦 (いったん) [ittan]: Once/Temporarily"
沖,1,Xung,チュウ,chuu,おき,oki,"沖縄 (おきなわ) [okinawa]: Okinawa; 沖 (おき) [oki]: Open sea"
椎,1,Chuy,ツイ,tsui,,,"脊椎 (せきつい) [sekitsui]: Spine; 椎茸 (しいたけ) [shiitake]: Shiitake mushroom"
爪,1,Trảo,,,つめ,tsume,"爪 (つめ) [tsume]: Nail/Claw"
鶴,1,Hạc,,,つる,tsuru,"鶴 (つる) [tsuru]: Crane; 千羽鶴 (せんばづる) [senbazuru]: 1000 origami cranes"
締,1,Đế,テイ,tei,し.める,shimeru,"締結 (ていけつ) [teiketsu]: Conclusion (treaty); 締める (しめる) [shimeru]: To tie/fasten"
諦,1,Đế,テイ,tei,あきら.める,akirameru,"諦観 (ていかん) [teikan]: Resignation; 諦める (あきらめる) [akirameru]: To give up"
迭,1,Điệt,テツ,tetsu,,,"更迭 (こうてつ) [koutetsu]: Reshuffle/Dismissal"
妬,1,Đố,ト,to,ねた.む,netamu,"嫉妬 (しっと) [shitto]: Jealousy; 妬む (ねたむ) [netamu]: To be jealous"
悼,1,Điệu,トウ,tou,いた.む,itamu,"追悼 (ついとう) [tsuitou]: Mourning; 悼む (いたむ) [itamu]: To mourn"
盗,2,Đạo,トウ,tou,ぬす.む,nusumu,"強盗 (ごうとう) [goutou]: Robbery; 盗む (ぬすむ) [nusumu]: To steal"
謄,1,Đằng,トウ,tou,,,"謄本 (とうほん) [touhon]: Certified copy"
藤,1,Đằng,トウ,tou,ふじ,fuji,"藤 (ふじ) [fuji]: Wisteria"
瞳,1,Đồng,ドウ,dou,ひとみ,hitomi,"瞳 (ひとみ) [hitomi]: Pupil (eye)"
頓,1,Đốn,トン,ton,,,"整頓 (せいとん) [seiton]: Orderliness; 頓挫 (とんざ) [tonza]: Setback"
貪,1,Tham,ドン,don,むさぼ.る,musaboru,"貪欲 (どんよく) [donyoku]: Greed; 貪る (むさぼる) [musaboru]: To covet/indulge"
丼,1,Tỉnh,,,どんぶり,donburi,"丼 (どんぶり) [donburi]: Bowl; 天丼 (てんどん) [tendon]: Tempura bowl"
那,1,Na,ナ,na,,,"那覇 (なは) [naha]: Naha"
奈,1,Nại,ナ,na,,,"奈良 (なら) [nara]: Nara"
内,4,Nội,ナイ,nai,うち,uchi,"案内 (あんない) [annai]: Information/Guide; 内 (うち) [uchi]: Inside"
梨,1,Lê,,,なし,nashi,"梨 (なし) [nashi]: Pear"
鍋,1,Oa,,,なべ,nabe,"鍋 (なべ) [nabe]: Pot"
匂,1,Mùi,,,にお.う,niou,"匂い (におい) [nioi]: Scent/Smell"
虹,1,Hồng,,,にじ,niji,"虹 (にじ) [niji]: Rainbow"
捻,1,Niệp,ネン,nen,ひね.る,hineru,"捻挫 (ねんざ) [nenza]: Sprain; 捻る (ひねる) [hineru]: To twist"
悩,2,Não,ノウ,nou,なや.む,nayamu,"苦悩 (くのう) [kunou]: Agony; 悩む (なやむ) [nayamu]: To worry"
罵,1,Mạ,バ,ba,ののし.る,nonoshiru,"罵倒 (ばとう) [batou]: Abuse/Vilification; 罵る (ののしる) [nonoshiru]: To abuse verbally"
陪,1,Bồi,バイ,bai,,,"陪審 (ばいしん) [baishin]: Jury"
肌,2,Cơ,,,はだ,hada,"肌 (はだ) [hada]: Skin"
鉢,1,Bát,ハチ,hachi,,,"鉢植え (はちうえ) [hachiue]: Potted plant; 鉢巻 (はちまき) [hachimaki]: Headband"
閥,1,Phiệt,バツ,batsu,,,"派閥 (はばつ) [habatsu]: Faction; 財閥 (ざいばつ) [zaibatsu]: Financial combine"
氾,1,Phiếm,ハン,han,,,"氾濫 (はんらん) [hanran]: Flooding/Overflow"
汎,1,Phiếm,ハン,han,,,"汎用 (はんよう) [hanyou]: General-purpose"
阪,1,Phản,ハン,han,,,"大阪 (おおさか) [oosaka]: Osaka"
斑,1,Ban,ハン,han,むら,mura,"斑点 (はんてん) [hanten]: Spot/Speck; 斑 (むら) [mura]: Unevenness"
眉,1,Mi,ビ,bi,まゆ,mayu,"眉毛 (まゆげ) [mayuge]: Eyebrows"
膝,1,Tất,,,ひざ,hiza,"膝 (ひざ) [hiza]: Knee"
肘,1,Chỏ,,,ひじ,hiji,"肘 (ひじ) [hiji]: Elbow"
猫,2,Miêu,,,ねこ,neko,"猫 (ねこ) [neko]: Cat"
阜,1,Phụ,フ,fu,,,"岐阜 (ぎふ) [gifu]: Gifu"
附,1,Phụ,フ,fu,つ.く,tsuku,"附属 (ふぞく) [fuzoku]: Attached/Affiliated; 寄附 (きふ) [kifu]: Donation"
訃,1,Phó,フ,fu,,,"訃報 (ふほう) [fuhou]: Obituary"
赴,1,Phó,フ,fu,おもむ.く,omomuku,"赴任 (ふにん) [funin]: Moving to new post; 赴く (おもむく) [omomuku]: To proceed to"
賦,1,Phú,フ,fu,,,"月賦 (げっぷ) [geppu]: Monthly installment"
柄,1,Bính,ヘイ,hei,がら,gara,"横柄 (おうへい) [ouhei]: Arrogance; 柄 (がら) [gara]: Pattern/Nature"
